#;;;;;;;;;;;;;
EVTOPTA37209;이게 도대체 무슨 일인가!;;;;;;;;;;;;;
EVTNAME37210;피에르 조제프 프루동;;;;;;;;;;;;;
EVTDESC37210;1851년 7월 프루동이 무정부주의의 기본 사상을 공식화한 <19세기 혁명 일반이념>을 출판했습니다.;;;;;;;;;;;;;
EVTOPTA37210;무정부주의? 고약한 소리!;;;;;;;;;;;;;
EVTNAME37211;하늘을 정복하라!;;;;;;;;;;;;;
EVTDESC37211;모험가 헨리 기파르가 소형 엔진을 탑재한 1인용 비행기를 타고 베르사유부터 트라프까지 27km를 이동해 많은 관람자들을 크게 놀라게 했습니다.;;;;;;;;;;;;;
EVTOPTA37211;비행이라! 다음엔 뭘까?;;;;;;;;;;;;;
EVTNAME37212;파리 만국박람회;;;;;;;;;;;;;
EVTDESC37212;1855년 5월 15일 파리에서 만국박람회가 열렸습니다. 20,839명이나 되는 출전자들이 새로운 물건들을 선보여 11,073종의 상을 수여했으며 450만에 이르는 관광객을 불러모았습니다.;;;;;;;;;;;;;
EVTOPTA37212;미래의 물건들이다!;;;;;;;;;;;;;
EVTNAME37213;<미국의 민주주의>;;;;;;;;;;;;;
EVTDESC37213;1835년 알렉시 드 토크빌이 <미국의 민주주의>를 출판했습니다. 이 책은 출판하자마자 미국과 프랑스 모두에서 즉시 고전의 반열에 올랐습니다. 이 책에서 그는 오늘날 유럽인들에게 수수께끼 자체인 미국인들의 소송을 일삼는 관습과 종교성에 주목했습니다. 토크빌은 여러 '고전'을 남기는 명예를 얻은 몇 안 되는 사학자입니다.;;;;;;;;;;;;;
EVTOPTA37213;다른 게 좋지!;;;;;;;;;;;;;
EVTNAME37215;법정에 선 플로베르;;;;;;;;;;;;;
EVTDESC37215;문제작 <보바리 부인>을 출판한 귀스타브 플로베르가 공중 도덕, 예의범절, 종교를 문란하게 한 죄로 고소당햇습니다. 그러나 그는 결국 모든 역경을 이겨냈습니다.;;;;;;;;;;;;;
EVTOPTA37215;시대는 변했다!;;;;;;;;;;;;;
EVTNAME37216;드레퓌스 사건 제1막;;;;;;;;;;;;;
EVTDESC37216;1894년, 프랑스 육군 참모본부 정보국이 독일 대사관의 우편함에서 프랑스 육군의 기밀문서를 첨부한 명세서를 입수했습니다. 의혹의 화살표는 유대인 대위 알프레드 드레퓌스를 향했고, 군법회의는 그에게 반역죄로 무기징역을 선고했으며 악마섬으로 유배를 보냈습니다. 드레퓌스는 자신은 편지를 쓰지 않았으며 결백하다고 항의했지만 아무런 소용이 없었습니다.;;;;;;;;;;;;;
EVTOPTA37216;그 악랄한 쥐프놈을 당장 악마섬에 쳐박아!;;;;;;;;;;;;;
EVTOPTB37216;아니! 무죄다!;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
EVTNAME37217;드레퓌스 사건 제2막;;;;;;;;;;;;;
EVTDESC37217;1896년 피카르 대령이 드레퓌스를 유배보낸 명세서의 작성자가 에스테라지 소령임을 가리키는 증거를 발견했습니다. 그러나 정작 군법회의는 소령에게 무죄판결을 내렸습니다. 에밀 졸라는 프랑스 대통령에게 보낸 공개 서한에서 국방부가 판사들에게 에스타라지의 무죄방면을 명령했다며 비난했습니다. 1898년 이후에는 드레퓌스를 유죄로 몰았던 많은 증거들이 조작이었음이 차례차례 밝혀졌습니다.;;;;;;;;;;;;;
EVTOPTA37217;고발한다...!;;;;;;;;;;;;;
EVTNAME37218;드레퓌스 사건 제3막;;;;;;;;;;;;;
EVTDESC37218;1899년 드레퓌스를 유죄로 몰았던 많은 증거들이 조작이었음이 차례차례 밝혀지자 고등법원이 재심을 열었습니다. 그러나 감형만 했을 뿐 유죄판결을 유지하자 여론이 들끓었습니다. 이에 대통령은 즉각적으로 사면령을 내렸으며, 1906년에는 무죄판결을 선고했습니다. 그러나 이 사건의 결과로 교관반대주의와 반군국주의의 목소리가 높아졌으며, 프랑스 좌파들을 단결시켰습니다.;;;;;;;;;;;;;
EVTOPTA37218;끝났군...;;;;;;;;;;;;;
EVTNAME37219;마르티니크 몽 플레 분화;;;;;;;;;;;;;
EVTDESC37219;1902년 5월 7일 펠레화산이 거대한 폭발을 일으켰습니다. 이 사건으로 3만명 이상의 마르티니크 주민들이 목숨을 잃었습니다;;;;;;;;;;;;;
EVTOPTA37219;정말 무서운 일이다!;;;;;;;;;;;;;
EVTNAME37220;기적?;;;;;;;;;;;;;
EVTDESC37220;방앗간 주인의 14살짜리 딸 베르나데타 수비루가 피레네강 북쪽의 작은 마을 루르드 근처의 동굴에서 성모 마리아의 환영과 처음 마주했습니다. 비록 사적인 곳에서 일어난데다 대중 앞에서 계시를 받지도 않았음에도, 천주교 측은 조사를 통해 1864년 그 환영을 인정했습니다. 루르드는 천주교도들의 성지순례의 목적지 중 하나로 자리잡았습니다. 풍문에 따르면 성모 마리아가 가리킨 물이 기도와 결합하면 치유 능력을 보인다고들 말합니다.;;;;;;;;;;;;;
EVTOPTA37220;기적인가?;;;;;;;;;;;;;
EVTNAME37221;사라 베르나르의 세계순회공연;;;;;;;;;;;;;
EVTDESC37221;황금의 목소리를 보유한 여인 사라 베르나르가 <카미유>, <토스카>, <파이드라>, <아드리엔 르쿠브뢰르>, <에르나니> 등을 공연하며 세계를 돌고 있습니다. 또한 이것이 그녀의 마지막 순회공연이라는 소문도 흐릅니다.;;;;;;;;;;;;;
EVTOPTA37221;천재적인 명배우가 따로 없군.;;;;;;;;;;;;;
EVTNAME37222;영국해협 너머;;;;;;;;;;;;;
EVTDESC37222;루이 블레리오가 스스로 설계한 블레리오 XI형 단엽기를 타고 최초로 영국해협 횡단 비행에 성공했습니다. 이 성공에 대해 런던 데일리 메일은 그에게 1000파운드의 상금을 수여했습니다.;;;;;;;;;;;;;
EVTOPTA37222;대단해!;;;;;;;;;;;;;
EVTNAME37223;트랑 아 그랑드 비테스;;;;;;;;;;;;;
EVTDESC37223;'자메 콩탕트'(결코 만족하지 않는다)를 운전한 벨기에의 카밀 제넷지가 생제르맹과 가까운 국도 누아예의 속도 측정규정에 따라 육상 최고속도 기록을 수립했습니다. 이때 그의 기록은 시속 79.9km이었습니다. ;;;;;;;;;;;;;
EVTNAME37224;발레뤼스;;;;;;;;;;;;;
EVTDESC37224;세르게이 디아길레프가 발레에 대해 가진 이상을 모국 러시아에서는 받아들이지 않았습니다. 그래서 그는 파리로 이주해 니진스키, 밸런친과 같은 쟁쟁한 발레리노와 함께 스트러빈스키, 차이코프스키, 림스키코르샤코프 등이 작곡한 곡을 사용한 발레 작품을 차례로 만들어냈습니다.;;;;;;;;;;;;;
EVTNAME37225;에두아르 마네;;;;;;;;;;;;;
EVTDESC37225;마네는 사실주의에서 인상주의로의 길을 연 화가로 알려져 있습니다. 그의 대표작 <풀밭 위의 점심식사>는 여성의 나체를 그린 것으로, 발표한 1863년에 파리 미술계에서 큰 파문을 일으켰습니다.;;;;;;;;;;;;;
EVTOPTA37225;흠.. 조금만 더 보고 싶다...;;;;;;;;;;;;;
EVTNAME37700;공유재산 매각령;;;;;;;;;;;;;
EVTDESC37700;마드리드의 $COUNTRY$ 정부가 세입을 늘리기 위해 교회의 재산을 몰수하거나 무상으로 매각하도록 명령했습니다. 또한 정부는 천주교 교회의 면세특권을 폐지하는 대가로 교회의 유지비를 부담하기로 합의했습니다.;;;;;;;;;;;;;
EVTOPTA37700;신성한 교회에 손대지 마라!;;;;;;;;;;;;;
EVTOPTB37700;돈이 필요하다!;;;;;;;;;;;;;
EVTNAME37701;나르시소 로페스 장군;;;;;;;;;;;;;
EVTDESC37701;베네수엘라인인 나르시소 로페스 장군이 쿠바 에스파냐 총독부에게 처형됐습니다. 그는 쿠바를 미국에 넘길 반란을 선동하기 위해 소수의 사람들과 함께 상륙했지만, 반란은 주민의 지지 부족으로 실패했습니다.;;;;;;;;;;;;;
EVTOPTA37701;쿠바는 에스파냐령이다!;;;;;;;;;;;;;
EVTNAME37702;레콘센트라도 정책;;;;;;;;;;;;;
EVTDESC37702;쿠바 총독이 쿠바 반군세력의 파괴활동에 대한 대응으로 모든 지역민을 도시에 설치한 수용소에 강제수용하는 정책을 실시했습니다. 이는 반군에 협력적인 지역민들이 반군에게 물자 및 은신처를 제공하지 못하도록 하는 조치였습니다.;;;;;;;;;;;;;
EVTOPTA37702;쿠바의 질서를 회복해야 한다!;;;;;;;;;;;;;
EVTNAME37703;쿠바 매입 제안;;;;;;;;;;;;;
EVTDESC37703;쿠바 대지주 대부분이 우리의 쿠바 합병을 희망하는 것 같습니다. 현재 상황이라면 에스파냐도 쿠바의 매각에 동의할거라 생각합니다.;;;;;;;;;;;;;
EVTOPTA37703;제안해보자.;;;;;;;;;;;;;
EVTOPTB37703;별로 원하지 않는다.;;;;;;;;;;;;;
EVTNAME37704;쿠바 매각?;;;;;;;;;;;;;
EVTDESC37704;미국의 한 정당에서 쿠바를 미국에 매각할 의사가 있는지를 문의했습니다.;;;;;;;;;;;;;
EVTOPTA37704;쿠바는 영원히 앤틸리스의 진주다.;;;;;;;;;;;;;
EVTOPTB37704;그래, 쿠바를 적당한 가격에 매입할 수 있겠지.;;;;;;;;;;;;;
EVTNAME37705;쿠바 개혁위원회;;;;;;;;;;;;;
EVTDESC37705;국왕 폐하, 쿠바 식민지는 개혁의 필요성이 매우 절실한 상태입니다. 위원회에 권한을 부여해 쿠바 식민지를 개혁하겠습니까?;;;;;;;;;;;;;
EVTOPTA37705;아니, 위원회는 필요하지 않다.;;;;;;;;;;;;;
EVTOPTB37705;그래, 개혁이 필요하다.;;;;;;;;;;;;;
EVTNAME37706;<아비뇽의 아가씨들>;;;;;;;;;;;;;
EVTDESC37706;에스파냐의 화가 파블로 피카소는 회화에 대한 전통적인 발상을 버리고 조각과 아프리카 예술의 영향을 받은 훨씬 구상적인 양식을 사용하기 시작했습니다. 20세기의 거장 예술가로 꼽히는 그는 생애의 대부분을 프랑스에서 보냈습니다. 그는 입체파의 공동 창시자로 유명합니다. 뛰어난 재능을 가지고 태어난 피카소는 어린 시절과 사춘기 동안 사실적인 그림을 그렸고, 이는 이후에 더 추상적이고 실험적인 형태로 발전했습니다.;;;;;;;;;;;;;
EVTOPTA37706;흠... 흥미롭군.;;;;;;;;;;;;;
EVTNAME37707;마도스의 공유재산 매각령;;;;;;;;;;;;;
EVTDESC37707;1855년, 재무장관 파스쿠알 메도스가 국가에 필요한 자본을 조달하기 위해 모든 공동체 소유지나 국유지의 몰수를 명령했습니다. 이 조치로 국가 권력의 중앙집권화가 진일보했습니다. 그러나 동시에 공유지 사용을 불허당한 농민들이 빈곤을 겪을 수 있습니다.;;;;;;;;;;;;;
EVTOPTA37707;매각하라. 당장 자금이 필요하다.;;;;;;;;;;;;;
EVTOPTB37707;국민은 그 땅이 필요하다!;;;;;;;;;;;;;
EVTOPTC37707;자금을 조달할 다른 방법을 찾겠다.;;;;;;;;;;;;;
EVTNAME37708;시민 경비대;;;;;;;;;;;;;
EVTDESC37708;나폴레옹이 창설한 수비대가 해산된 후 에스파냐의 각 도시의 치안 유지는 주민들이 구성한 국가 민병대가 담당해왔니다. 그러나 1844년 아우마다 공작은 국가 군단을 창설하기로 결정했습니다. 이 군단은 시민 경비대라고 불렸습니다. 시민 경비대는 다루기 힘든 국가 민병대를 대신해 치안을 담당할 것입니다.;;;;;;;;;;;;;
EVTOPTA37708;시민 경비대를 창설한다.;;;;;;;;;;;;;
EVTOPTB37708;국가 민병대로 충분하다.;;;;;;;;;;;;;
EVTNAME38500;술타나호의 항해;;;;;;;;;;;;;
EVTDESC38500;1840년 오만에서 최초로 신대륙까지 항해한 선박 술타나호가 뉴욕에 도착했습니다. 배에 상선했던 사위드 이븐 술탄의 대리인은 미국인과의 무역 및 미국 정부와의 회담을 가졌습니다. 동생과의 공동 통치를 박탈한 사위드 이븐 술탄은 수도를 오만 무스카트에서 잔지바르 스톤타운으로 옮겼습니다. 그는 영국, 프랑스, 미국과의 무역 협정을 추구하는 매우 적극적인 외교 정책으로 유명합니다. 그는 런던의 요청을 받아들여 통치 전에 오만의 주요 산업인 노예제를 자신의 신민들 앞에서 불법화했습니다.;;;;;;;;;;;;;
EVTOPTA38500;안녕하세요!;;;;;;;;;;;;;
EVTNAME38501;사이드 빈 술탄 붕어;;;;;;;;;;;;;
EVTDESC38501;잔지바르는 사이드 술탄의 치세를 통해 오만에서 가장 부유한 주로 발돋움했습니다. 1856년 술탄이 붕어하자 오만은 잔지바르의 마지드 왕자와 무스카트의 트와이니 왕자로 분열했습니다.;;;;;;;;;;;;;
EVTOPTA38501;분열을 받아들인다.;;;;;;;;;;;;;
EVTOPTB38502;외부 세력의 개입을 감수할 수는 없다.;;;;;;;;;;;;;
EVTNAME38502;잔지바르의 자유?;;;;;;;;;;;;;
EVTDESC38502;4년의 세월이 지나자 잔지바르의 많은 사람들은 잔지바르의 풍부한 재물 앞에서는 오만의 속국이라는 지위가 의미없음을 깨달았습니다. 오만에게서 완전한 독립을 선언할 시기에 접어든 것일까요?;;;;;;;;;;;;;
EVTOPTB38502;외국군의 간섭을 부를 수도 있는 위험을 무릅쓸 수 없다.;;;;;;;;;;;;;
EVTNAME38503;잔지바르 문제;;;;;;;;;;;;;
EVTDESC38503;사이드 빈 술탄이 붕어한지 4년이 지났지만 마지드 왕자는 형인 트와이니에게의 조공을 거부했습니다. 둘은 영국령 인도 총독 카닝 경의 도움을 빌려 잔지바르의 독립을 인정하는 협정을 맺었습니다.;;;;;;;;;;;;;
EVTOPTA38503;독립을 인정한다.;;;;;;;;;;;;;
EVTOPTB38503;잔지바르는 우리나라의 영토다!;;;;;;;;;;;;;
EVTNAME44100;<허클베리 핀의 모험>;;;;;;;;;;;;;
EVTDESC44100;1885년 <허클베리 핀의 모험>을 발표한 마크 트웨인이 미국 소설계에 혁명을 일으켰습니다. 이 작품의 발표 이전까지 미국 소설은 유럽인들의 행동양식과 언어를 담습하는 경향이 있었습니다. 이런 상황에서 마크 트웨인이 문맹자이자 비참정권자인 미국인들의 말을 아름답게 묘사함으로써 언어적 독립이라는 일격을 날린 것입니다. 이 책은 어떤 사람이든 간에 지위보다는 행동이 중요하고 존경받을 가치가 있다는 것을 확실히 보여주기 위한 시도입니다. 그러나 발표 당시에는 파격적인 생각이었으므로 대부분은 작품의 주제를 무시했습니다. 오늘날에도 핵심에 벗어나 파악하려는 사람이 존재하는 것 같습니다.;;;;;;;;;;;;;
EVTOPTA44100;그렇다면 나보고 나가죽으라는 것인가?;;;;;;;;;;;;;
EVTNAME44101;기관차 999호의 최고속력 갱신;;;;;;;;;;;;;
EVTDESC44101;뉴욕 중심가-허드슨강 구간을 운행하는 스테이트 기관차 999호가 최대속력 시속 112마일(180km)을 달성했습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,,,,,
EVTOPTA44101;놀랍다!;;;;;;;;;;;;;
EVTNAME44102;황금 십자가;;;;;;;;;;;;;
EVTDESC44102;대통령 후보 윌리엄 제닝스 브라이언이 은화의 자유주조권을 주장했습니다. 그 결과 그는 인민당, 은공화당, 은의당, 진보당에게서 지명을 받아 계급 투쟁을 시작했고 서부와 남부의 농민을 같은 대의 아래 결집했습니다. 북부 사업가들은 그의 지명을 채권자를 방해하고 기업합동 해체를 의도한 지명으로 간주했습니다.;;;;;;;;;;;;;
EVTOPTA44102;사람을 화금 십자가에 매달순 없다;;;;;;x
EVTNAME44103;레졸루트호 반환;;;;;;;;;;;;;
EVTDESC44103;표류하던 레졸루트호를 발견했다는 보고가 들어왔습니다. 원래 이 선박은 실종된 극지탐험가 존 프랭클린 경을 수색하던 소함대가 포기한 배입니다. 원래 상선이었던 이 배는 수리를 통해 프랭클린의 아내가 남편을 구하기 위해 조직한 탐험대의 일부에 편입됐다고 합니다. 프랭클린 경과 그의 탐험대는 얼음으로 잠긴 배를 버렸으나 끝내 폐렴과 기아로 사망한 것으로 추정됩니다. 미국은 이 배를 인양업체에게서 구입해 수리한 뒤 브리튼섬으로 돌려보냈습니다.;;;;;;;;;;;;;
EVTOPTA44103;반환이야말로 정당하고 타당한 행위이다.;;;;;;;;;;;;;
EVTNAME44104;호레이스 맨;;;;;;;;;;;;;
EVTDESC44104;정치가이자 변호사인 호레이스 맨이 마사추세트의 교육제도에 관한 개혁에 착수했습니다. 그가 만들어낸 교육제도는 미국 전역의 모범이 됐습니다. 그에 대해 유명한 이야기는 각자의 상황을 알아보기 위해 각 학교를 방문했다는 것, 그리고 프로이센식 교육제도를 배우러 직접 유럽을 방문했다는 것입니다. 또 최초로 체벌 폐지를 주창한 것으로도 유명합니다. 그의 주장은 전통적으로 편향적이었던 많은 교사들과 갈등을 일으켰으나, 종국에는 그에게 유리하게 해결됐습니다.;;;;;;;;;;;;;
EVTOPTA44104;교육에 '충분한 것'은 없다.;;;;;;;;;;;;;
EVTNAME44105;스미스소니언 협회;;;;;;;;;;;;;
EVTDESC44105;미국 의회가 대통령 직속 스미스소니언 학술협회를 설립했습니다. 이 협회의 목적은 과학의 대중화, 연구 및 탐험 활동 지원입니다. 영국의 과학자 제임스 스미스선은 유언장을 통해 국가에 유산을 기부하고 '대중들에게의 지식 확산'을 위해 헌신할 것을 요구했고, 그 기관을 설립하는데는 의회와의 수년에 달하는 교섭이 필요했습니다. 스미스소니언은 특별한 탐험과 자발적인 기부를 통해 인상적인 수집품을 모으기 시작했습니다.;;;;;;;;;;;;;
EVTOPTA44105;하늘과 땅 사이에는 상상보다도 많은 것들이 존재한다...;;;;;;;;;;;;;
EVTNAME44106;수필집;;;;;;;;;;;;;
EVTDESC44106;1841년 랄프 월도 에머슨이 첫번째 수필집을 발표했습니다. 그는 이 수필집을 통해 신대륙 신비주의의 영향을 받은 이상주의 철학을 세계에 소개했습니다. 비록 많은 유럽인들은 그를 대단한 철학자로 여기지 않았지만, 그가 구대륙 철학에 준 영향(특히 니체)은 부정할 수 없습니다. 에머슨의 '수필' 중 하나인 '자연'에 영감을 받아 인간의 내면적, 정신적 본질에서 원리를 도출한 초월주의는 1840년대의 주요한 문화 운동으로 자리잡았지만, 비평가들은 초월주의가 이성과 사리분별이 가능한 상태를 넘어선 무언가라고 주장했습니다.;;;;;;;;;;;;;
EVTOPTA44106;말은 곧 행동이며, 행동도 말의 일종이다.;;;;;;;;;;;;;
EVTNAME44107;관습법;;;;;;;;;;;;;
EVTDESC44107;1861년 올리버 웬델 홈즈가 관습법의 역사와 전통에 대해 저술한 <관습법>을 출판했습니다. 이 책에서 그는 법이 논리적이지 않으며, 오히려 상황에 따라 변하는 판사의 의지에 좌우된다고 주장했습니다. 그는 자신의 주장을 "'법의 삶'은 논리가 아니라 경험이다.'라는 유명한 격언을 통해 단적으로 표현했습니다. 관습법은 출판되자마자 중요한 법학 서적으로 자리매김했으며, 저자인 홈즈는 이듬해 하버드 대학교의 교수직에 임명됐으며 수년 후에는 미국 대법원의 판사직에 올랐습니다. 관습법의 출판은 미국 지식인들 사이에서 실용주의가 퍼졌음을 의미했습니다. 또 동시에 남북전쟁 이후 도덕주의에 대한 불신이 퍼졌음도 함께 보여주었습니다.;;;;;;;;;;;;;
EVTOPTA44107;법률이란 보안관이 복종해야 할 의지이다.;;;;;;;;;;;;;
EVTNAME44108;율리시스 S. 그랜트의 회고록;;;;;;;;;;;;;
EVTDESC44108;1885년 율리시스 S. 그랜트가 스스로의 삶을 회고한 <회고록>을 출판했습니다. 그는 후두암을 앓으면서도 사후에 가족의 생계를 보장하기 위해 이 책을 집필습니다. 세계적으로 미국 문학의 걸작으로 여겨지는 이 회고록은 문체의 단순명쾌함, 명확성, 그리고 경제성을 특징으로 합니다. '회고록'은 당대에도 큰 성공을 거두었으며, 현재까지 지속적으로 팔리는 몇 안 되는 책으로 남아있습니다. 이 책은 아마도 미국 대통령이 집필한 책 가운데 최고일 것입니다.;;;;;;;;;;;;;
EVTOPTA44108;꼭 구매하고 싶다!;;;;;;;;;;;;;
EVTNAME44109;알프레드 세이어 머핸;;;;;;;;;;;;;
EVTDESC44109;알프레드 사이어 머핸이 <해군력이 역사에 미쳐온 영향>을 출판했습니다. 그는 이 책을 통해 역사 속에서의 해군력이 가졌던 역할을 분석했으며, 대규모 해군력을 조직하고 유지하는 다양한 전략적 측면과 이점을 논의했습니다. 이 저서는 미국의 전세계적 이익과 미 해군의 확대에 관심을 가진 이들에게 강한 영향을 주었습니다. 사람들은 이 책을 해군 전략과 관련해 가장 영향력 있는 작품이라 칭송합니다. 머핸의 원칙 채택은 해군 군비경쟁의 직접적인 원인으로 작용했습니다.;;;;;;;;;;;;;
EVTOPTA44109;해군력이야말로 승리의 열쇠이다.;;;;;;;;;;;;;
EVTNAME44110;외국인규제법 및 선동금지법;;;;;;;;;;;;;
EVTDESC44110;1799년 징집병과 하류층 사이에 퍼지는 반전의식과 노동운동의식에 대응해야 했던 의회는 외국인규제법과 선동금지법을 개정해 전시에의 대통령 및 국가 정책에 대한 항의를 불법화했습니다. 법 개정은 외국인과 망명자들의 활동을 위축시켰습니다. 10년 후에도 대법원은 합헌 판결을 내렸고, 반세기가 지나서야 워렌 판결로 인해 위헌 결정을 받고 폐지됐습니다. 제1차 세계대전 중에는 세계산업노동조합의 주요위원 168명 전원을 체포해 기소하기도 했으며, 이 사건으로 인해 조합은 큰 타격을 입었습니다.;;;;;;;;;;;;;
EVTOPTA44110;전시의 정부 비판은 반역죄와 같다.;;;;;;;;;;;;;
EVTOPTB44110;자유인에게 있어 이의 제기는 필수적인 활력소다.;;;;;;;;;;;;;
EVTNAME44111;핑커튼 탐정사;;;;;;;;;;;;;
EVTDESC44111;열차 강도사건 해결과 사전꾼(지폐위조 제조자) 검거를 통해 능력을 증명해낸 핑커튼 탐정사의 탐정들이 몰리머과이어 같은 비밀결사에 잠입해 파업파괴자로 활동하는 쪽으로 방향을 틀었습니다. 여러 철도회사들의 사설 탐정기관으로 출발한 핑커튼은 뛰어난 업무력을 인정받은 덕분에 연방법을 집행할 전담 수사기관을 편성할 자금이 없던 연방정부가 고용하기에 이르렀습니다. 그들은 자신들이 절대 잠을 자지 않는다고 주장합니다.;;;;;;;;;;;;;
EVTOPTA44111;결코 잠들지 않는다.;;;;;;;;;;;;;
EVTNAME44112;내셔널리그;;;;;;;;;;;;;
EVTDESC44112;보스턴 레드캡스, 시카고 화이트스타킹스, 신시내티 레즈, 하트포드 다크블루스, 루이빌 그레이스, 뉴욕 뮤추얼스, 필라델피아 애슬래틱스, 세인트루이스 브라운의 8개 구단이 깨끗하고 건전한 야구리그를 결성했습니다. 이들은 부패에 관한 추문들과 잘못된 경영을 새로운 협회를 결성한 이유로 꼽았습니다. 하나의 확고한 통제 아래 대도시를 연고지로 한 구단들을 하나로 묶어 뉴욕의 규칙에 따라 경기를 치루는 이 리그는 어떤 선두주자보다도 성공할 것이며, 어떤 경쟁자들모다도 오래갈 것 같습니다.;;;;;;;;;;;;;
EVTOPTA44112;경기 시작!;;;;;;;;;;;;;
EVTNAME44113;시카고 대화재;;;;;;;;;;;;;
EVTDESC44113;시카고 데코벤가에 거주하는 패트릭 올리어리씨의 헛간에서 시작된 불이 상업지구 전역으로 번지면서 건물 17,450채가 파괴되고 300명이 사망했으며 9만 8천여 명이 집을 잃었습니다. 시카고 시장의 필사적인 지원 요청에 응한 인근 도시 출신의 자원봉사자들이 용감하게 노력했으나, 역부족이었습니다. 소 한 마리가 걷어찬 등불에서 시작했다는 이틀 밤낮 동안 도시의 대부분을 전소시긴 이번 화재로 인해 막대한 재건사업이 불가피해졌습니다.;;;;;;;;;;;;;
EVTOPTA44113;올리어리 부인, 당신의 젖소는 어디 있습니까?;;;;;;;;;;;;;
EVTNAME44114;OK 목장의 결투;;;;;;;;;;;;;
EVTDESC44114;애리조나 툼스톤에서 30초간의 총격전이 벌어졌습니다. 이 총격전에서 와이어트, 모건, 버질어프는 숙적인 빌리 클랜턴, 톰, 밥 맥로리를 사살했습니다. 클랜턴이 강도 및 살인에 가담한 혐의를 받던 홀리데이에 대해 거짓으로 증언하면서 보안관과 카우보이 사이의 증오가 시작됐습니다. 아이크 클랜턴과 그의 공범들이 어프와 홀리데이를 거듭 협박하자 총격전이 벌어졌는데, 카우보이 3명이 사망하고 보안관 2명이 부상당했습니다.;;;;;;;;;;;;;
EVTOPTA44114;보안관!;;;;;;;;;;;;;
EVTNAME44115;플레이 볼!;;;;;;;;;;;;;
EVTDESC44115;뉴욕 외곽의 쿠퍼스타운에서 최초로 야구 시범경기를 진행했습니다. 이 경기에서 뉴욕 닉커보커스는 뉴욕 나인에 1:23의 큰 차이로 패배했습니다.;;;;;;;;;;;;;
EVTOPTA44115;야구는 머지않아 만국에서 인기있는 오락이 될 것이다!;;;;;;;;;;;;;
EVTNAME44800;마데로의 선언;;;;;;;;;;;;;
EVTDESC44800;프란시스코 마데로가 최근의 선거가 잘못됐다 비난하며 포트피리오 디아스는 더이상 정당한 멕시코 대통령이 아니라고 주장하는 성명을 발표했습니다. 동시에 마데로는 시민들에게 디아스와의 싸움을 위해 무기를 들라고 호소했습니다.;;;;;;;;;;;;;
EVTOPTA44800;디아스가 대통령이다.;;;;;;;;;;;;;
EVTOPTB44800;디아스는 사임한다.;;;;;;;;;;;;;
EVTNAME44801;마데로의 지지 획득;;;;;;;;;;;;;
EVTDESC44801;프란시스코 마데로는 파스쿠알 오로스코, 판초 비야를 별장에 초대하여 디아스 타도에 대한 협력을 얻었습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,
EVTOPTA44801;혁명 만세!;;;;;;;;;;;;;
EVTNAME44802;농민군의 혁명 참가;;;;;;;;;;;;;
EVTDESC44802;에밀리아노 사파타가 오악사카 지방의 농민반란을 주도했다고 합니다.;;;;;;;;;;;;;
EVTOPTA44802;사바타 만세!;;;;;;;;;;;;;
EVTNAME44803;호세 포사다;;;;;;;;;;;;;
EVTDESC44803;호세 포사다가 체제를 풍자하는 만화를 그렸다는 이유로 교도소에 다시 수감당했습니다.;;;;;;;;;;;;;
EVTOPTA44803;위험한 사상이 퍼지고 있다.;;;;;;;;;;;;;
EVTNAME45100;바티칸과의 정교화약;;;;;;;;;;;;;
EVTDESC45100;1860년 정교화약을 통해 가톨릭과의 관계를 개선했습니다. 덕분에 프랑스인 주교가 복귀했으며 교구 학교의 설립도 인정받았습니다.;;;;;;;;;;;;;
EVTOPTA45100;이제 교회와 협력할 수 있다.;;;;;;;;;;;;;
EVTNAME45101;스루쿠의 황제 자칭;;;;;;;;;;;;;
EVTDESC45101;타협에 따라 1847년 대통령 선거에서 후보자로 출마한 포스탄 스루쿠가 스스로를 아이티 제국 제2대 황제 포스탄 1세라고 선언했습니다.;;;;;;;;;;;;;
EVTOPTA45101;포스탄 황제 만세!;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,
EVTNAME46400;후안 바우티스타 알베르디;;;;;;;;;;;;;
EVTDESC46400;저명한 언론인이자 콜로라도당의 지도자인 호세 바예 이 오르도녜스가 우루과이에서 강력한 정치개혁 법안을 통과시켰습니다. 성공한 정치인 가문의 일원인 오르도녜스는 두 임기를 수행하는 동안 많은 외국의 제국주의에 대항하는 정부 활동의 영역을 확장하는 심도있는 개혁들을 도입하는데 성공했습니다.;;;;;;;;;;;;;
EVTOPTA46400;개혁의 때가 왔다.;;;;;;;;;;;;;
EVTNAME46800;마추픽추 발견;;;;;;;;;;;;;
